SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP09,E2,P22,09/29/2021,6839,144,298
SP08,E2,P09,01/21/2022,8365,226,930
SP03,E2,P13,08/20/2021,5747,20,262
SP16,E2,P03,09/10/2021,11228,135,864
SP13,E5,P02,07/13/2021,2583,64,96
SP21,E2,P21,12/01/2021,7329,140,524
SP03,E5,P04,03/08/2022,3773,105,252
SP06,E4,P04,08/12/2021,2506,66,140
SP20,E2,P18,03/23/2021,1827,450,229
SP05,E5,P15,02/05/2021,3297,69,123
SP18,E3,P20,10/04/2021,105,286,7
SP02,E6,P11,02/15/2021,1085,39,55
SP12,E5,P08,10/28/2021,6076,276,553
SP25,E6,P07,09/01/2021,7847,101,357
SP19,E4,P19,08/09/2021,11718,279,533
SP02,E6,P02,08/13/2021,9709,42,360
SP04,E5,P04,05/11/2021,21,238,2
SP05,E3,P06,04/16/2021,3941,192,282
SP12,E3,P14,08/27/2021,7728,94,966
SP07,E5,P01,11/10/2021,2065,144,188
SP20,E3,P16,04/26/2021,10731,122,1342
SP01,E2,P03,02/16/2022,259,191,24
SP12,E5,P11,02/15/2022,49,161,3
SP14,E1,P03,07/15/2021,4809,171,438
SP10,E4,P06,02/09/2022,6916,350,433
SP11,E6,P15,02/18/2021,5355,163,224
SP16,E2,P09,07/08/2021,3906,446,391
SP08,E3,P04,05/27/2021,5649,234,354
SP24,E3,P10,09/02/2021,10983,379,611
SP15,E1,P22,11/18/2021,2037,157,85
SP12,E1,P16,11/25/2021,14364,99,2052
SP25,E6,P03,09/23/2021,7931,74,567
SP05,E5,P19,11/18/2021,147,88,7
SP25,E3,P08,01/20/2021,6615,200,602
SP13,E5,P07,09/20/2021,14791,120,617
SP03,E1,P17,02/03/2021,343,515,35
SP24,E6,P16,01/26/2021,1414,39,236
SP23,E4,P09,12/02/2021,1295,49,130
SP20,E1,P18,10/13/2021,10941,396,1216
SP10,E5,P15,04/23/2021,6405,342,238
SP01,E1,P09,03/04/2021,7861,89,787
SP07,E4,P20,01/24/2022,4298,70,287
SP18,E6,P06,04/22/2021,8015,122,472
SP14,E4,P14,03/09/2022,581,62,83
SP06,E6,P22,12/07/2021,11333,13,516
SP02,E2,P09,04/07/2021,10388,196,1299
SP06,E4,P18,08/27/2021,721,138,91
SP13,E6,P10,08/11/2021,8008,85,445
SP17,E2,P03,03/11/2021,10486,4,874
SP14,E3,P07,09/22/2021,1603,27,73
SP24,E5,P19,06/15/2021,5670,354,258
SP06,E2,P13,02/03/2021,476,24,26
SP24,E6,P19,03/26/2021,3290,337,138
SP07,E3,P12,04/08/2021,4837,394,194
SP24,E1,P18,07/06/2021,9268,68,927
SP03,E5,P14,10/19/2021,7777,236,865
SP19,E4,P11,03/05/2021,1372,168,69
SP05,E4,P03,08/02/2021,8190,106,585
SP17,E6,P22,08/31/2021,287,54,14
SP09,E1,P13,12/17/2021,1666,151,80
SP25,E5,P07,12/02/2021,6041,27,242
SP23,E3,P01,11/19/2021,10920,99,993
SP11,E6,P13,07/07/2021,8316,144,396
SP10,E3,P11,07/05/2021,4977,369,227
SP24,E5,P22,11/26/2021,91,243,5
SP04,E5,P22,08/27/2021,13090,54,524
SP20,E1,P22,05/07/2021,6412,207,268
SP04,E4,P11,07/09/2021,6181,32,281
SP04,E5,P18,01/29/2021,17220,92,1722
SP15,E2,P18,02/18/2022,2667,213,381
SP09,E5,P01,11/10/2021,1106,133,123
SP08,E5,P13,02/03/2021,10661,52,508
SP10,E3,P16,01/11/2022,588,260,66
SP05,E1,P19,08/13/2021,4018,33,192
SP11,E5,P02,05/10/2021,532,218,21
SP06,E2,P11,04/14/2021,8897,209,405
SP16,E4,P07,06/30/2021,1127,424,46
SP17,E6,P02,11/29/2021,6377,466,266
SP03,E1,P03,11/08/2021,3535,131,272
SP19,E5,P14,05/25/2021,1729,185,217
SP04,E6,P04,05/06/2021,4781,222,282
SP20,E2,P13,06/07/2021,567,119,30
SP09,E4,P12,03/31/2021,1708,97,78
SP25,E6,P01,11/26/2021,5341,13,535
SP03,E4,P14,07/13/2021,2898,220,322
SP08,E6,P22,04/07/2021,3808,56,159
SP12,E4,P14,02/18/2022,9954,105,1245
SP14,E6,P21,11/25/2021,12663,237,975
SP25,E6,P18,07/13/2021,9331,77,1333
SP17,E6,P10,12/08/2021,1155,90,68
SP06,E2,P10,06/08/2021,189,175,10
SP18,E5,P06,06/04/2021,4592,472,307
SP25,E6,P12,05/11/2021,16856,60,703
SP24,E6,P01,11/26/2021,7644,278,637
SP09,E5,P03,03/15/2021,6524,3,466
SP13,E3,P09,09/30/2021,4298,369,430
SP15,E1,P15,05/27/2021,11088,195,427
SP10,E2,P20,05/03/2021,9121,335,609
SP01,E1,P06,02/26/2021,7217,32,425
SP11,E5,P07,03/04/2021,7945,178,318
SP19,E5,P20,11/25/2021,7322,83,431
SP09,E4,P20,03/16/2021,8183,99,482
SP02,E3,P15,02/03/2021,12516,14,501
SP06,E5,P02,12/07/2021,11284,39,434
SP12,E6,P11,01/26/2022,2968,48,142
SP21,E4,P17,02/11/2022,301,129,28
SP17,E3,P03,02/19/2021,21,118,2
SP16,E3,P20,05/18/2021,4522,256,252
SP06,E3,P11,03/26/2021,294,136,14
SP05,E4,P11,09/01/2021,15904,105,723
SP09,E3,P22,03/25/2022,4361,330,175
SP18,E2,P22,09/14/2021,4746,260,198
SP14,E1,P19,02/18/2021,14469,34,603
SP10,E6,P02,04/12/2021,1344,272,50
SP08,E2,P17,01/24/2022,6188,107,516
SP15,E5,P05,09/20/2021,4480,106,249
SP21,E6,P12,03/22/2021,133,146,6
SP16,E6,P18,12/15/2021,6216,11,777
SP03,E4,P05,02/01/2021,1890,361,119
SP20,E3,P01,08/05/2021,1148,413,105
SP23,E1,P11,05/19/2021,6832,223,326
SP13,E2,P08,03/30/2021,4403,5,401
SP02,E2,P21,10/19/2021,9072,42,648
SP24,E2,P21,01/21/2022,2037,189,157
SP17,E6,P06,03/09/2021,10304,14,687
SP04,E5,P07,04/19/2021,11564,150,503
SP22,E3,P20,07/01/2021,693,56,39
SP23,E2,P12,03/08/2021,4291,156,179
SP03,E1,P19,04/20/2021,1876,49,82
SP13,E3,P18,03/11/2022,8393,208,933
SP25,E4,P06,05/07/2021,1337,323,84
SP18,E2,P04,05/07/2021,5999,123,334
SP18,E2,P08,01/11/2021,11837,45,911
SP18,E5,P15,12/08/2021,3871,29,155
SP24,E5,P07,04/01/2021,12621,23,505
SP17,E2,P17,11/04/2021,20454,20,1705
SP04,E1,P17,11/02/2021,3696,112,370
SP15,E1,P08,12/23/2021,8113,48,677
SP23,E5,P04,04/12/2021,287,58,20
SP14,E3,P04,04/30/2021,16625,302,978
SP02,E3,P17,02/04/2021,12796,179,1164
SP22,E5,P03,02/07/2022,3045,272,218
SP15,E4,P19,11/26/2021,11431,69,520
SP20,E5,P11,08/25/2021,16947,6,807
SP22,E2,P22,06/04/2021,6223,134,271
SP11,E4,P20,04/22/2021,9814,194,546
SP20,E2,P09,03/07/2022,6832,111,760
SP02,E3,P18,08/26/2021,10899,58,1211
SP25,E6,P14,02/12/2021,378,104,54
SP20,E4,P19,04/23/2021,9233,160,402
SP08,E5,P20,12/31/2021,8351,392,522
SP01,E4,P11,12/17/2021,7329,104,349
SP23,E2,P19,09/02/2021,2555,30,117
SP09,E2,P13,11/03/2021,3311,123,175
SP19,E1,P17,01/14/2022,10843,352,835
SP02,E2,P20,06/24/2021,2737,206,161
SP21,E6,P14,03/14/2022,4627,150,661
SP23,E2,P13,01/27/2022,16842,152,887
SP15,E6,P02,03/11/2022,4459,294,172
SP07,E3,P02,09/08/2021,1421,218,53
SP02,E3,P22,04/29/2021,3591,53,150
SP25,E6,P09,09/20/2021,3325,147,416
SP18,E1,P20,10/13/2021,5957,47,398
SP17,E1,P10,03/08/2021,8869,254,444
SP02,E1,P16,07/22/2021,15848,2,2264
SP21,E5,P13,07/28/2021,8428,221,402
SP21,E1,P19,04/14/2021,546,292,24
SP13,E5,P22,08/11/2021,11914,224,477
SP14,E1,P12,02/03/2021,6902,80,277
SP19,E6,P03,09/20/2021,10668,202,970
SP06,E5,P03,02/08/2021,8505,101,774
SP12,E2,P14,08/30/2021,6160,126,770
SP09,E1,P19,01/14/2021,6608,166,288
SP22,E1,P03,08/24/2021,9282,206,714
SP19,E6,P19,09/14/2021,392,307,19
SP15,E1,P13,10/15/2021,2555,39,117
SP03,E5,P12,01/26/2022,6895,173,300
SP15,E5,P14,10/13/2021,10052,214,1117
SP03,E2,P22,10/07/2021,6832,100,311
SP15,E3,P03,09/09/2021,6258,32,569
SP03,E1,P05,09/24/2021,2898,17,182
SP04,E5,P10,01/15/2021,4102,106,228
SP16,E3,P07,02/10/2021,4718,403,215
SP17,E6,P05,02/03/2021,15946,352,938
SP25,E3,P18,05/03/2021,1449,425,145
SP06,E5,P12,01/29/2021,1589,188,73
SP08,E1,P16,03/15/2021,8708,167,1089
SP12,E2,P09,02/18/2022,2184,31,273
SP11,E4,P08,03/19/2021,13265,142,948
SP13,E2,P21,09/02/2021,5411,139,339
SP06,E2,P20,01/13/2021,5971,51,399
SP25,E1,P18,08/02/2021,1603,337,179
SP18,E2,P21,06/11/2021,13244,208,828
SP21,E1,P10,11/24/2021,686,143,41
SP05,E6,P14,03/22/2022,6622,114,736
SP02,E6,P09,08/31/2021,2002,199,251
SP16,E3,P19,02/09/2022,2562,213,107
SP20,E3,P21,05/07/2021,1736,108,124
SP07,E6,P14,02/14/2022,7203,229,1029
SP10,E2,P22,05/12/2021,4641,128,194
SP06,E2,P04,05/03/2021,3647,190,228
SP09,E6,P04,05/06/2021,2618,168,146
SP25,E3,P03,11/23/2021,3710,153,338
SP24,E6,P07,12/15/2021,8477,421,369
SP16,E5,P19,03/18/2022,2296,23,100
SP06,E5,P19,02/12/2021,4564,196,218
SP24,E2,P15,01/26/2022,7238,327,290
SP05,E4,P14,03/28/2022,6132,280,682
SP24,E5,P17,01/21/2022,8344,178,835
SP14,E5,P20,07/20/2021,8372,48,493
SP06,E5,P11,05/13/2021,7007,132,369
SP07,E1,P14,03/09/2022,3206,206,321
SP01,E2,P13,03/23/2022,2142,147,98
SP22,E3,P17,02/22/2022,11333,287,872
SP22,E5,P06,03/04/2021,9065,143,534
SP02,E2,P06,10/05/2021,5593,199,400
SP20,E1,P14,08/02/2021,1841,340,205
SP05,E2,P08,03/04/2022,4578,387,417
SP11,E6,P14,10/29/2021,3430,215,490
SP21,E4,P12,12/13/2021,4550,25,207
SP13,E1,P15,05/05/2021,5677,178,237
SP21,E1,P17,05/28/2021,1183,63,119
SP15,E1,P03,11/08/2021,1043,161,87
SP04,E4,P03,03/01/2021,5103,307,393
SP02,E5,P11,09/07/2021,357,248,17
SP20,E1,P11,09/09/2021,2149,127,98
SP25,E4,P14,08/12/2021,5292,131,756
SP22,E5,P14,06/09/2021,3094,6,310
SP18,E3,P15,02/19/2021,8365,100,349
SP02,E1,P05,01/21/2022,2457,146,137
SP02,E2,P03,02/19/2021,5607,59,401
SP19,E3,P09,04/02/2021,5999,42,750
SP22,E6,P09,08/19/2021,8379,12,762
SP08,E5,P14,02/04/2021,6251,46,626
SP02,E2,P11,10/13/2021,3045,163,161
SP21,E2,P11,05/18/2021,1246,397,60
SP03,E4,P09,07/05/2021,4550,425,455
SP17,E1,P17,08/30/2021,3717,428,310
SP02,E6,P20,09/02/2021,13076,140,770
SP23,E4,P13,03/09/2021,1533,195,73
SP17,E5,P18,08/02/2021,1463,110,163
SP04,E2,P20,10/08/2021,1561,319,92
SP25,E4,P21,12/02/2021,42,39,3
SP20,E2,P21,12/30/2021,441,187,34
SP17,E4,P12,10/14/2021,8764,48,351
SP14,E5,P10,10/18/2021,1575,254,83
SP22,E2,P17,03/04/2022,3430,127,264
SP16,E5,P20,02/12/2021,7889,129,465
SP15,E6,P20,04/07/2021,2359,53,139
SP09,E3,P07,01/26/2022,9268,498,371
SP14,E1,P08,05/27/2021,2464,250,224
SP05,E6,P18,10/05/2021,1043,22,131
SP02,E4,P18,10/05/2021,994,168,142
SP16,E2,P15,02/03/2021,5789,45,242
SP10,E1,P01,01/14/2022,3815,284,347
SP15,E5,P03,01/07/2021,1428,233,130
SP23,E3,P20,01/05/2022,567,141,36
SP24,E4,P15,08/30/2021,4102,55,158
SP21,E3,P07,10/07/2021,11620,396,506
SP02,E5,P21,11/10/2021,7000,108,500
SP01,E1,P19,09/21/2021,3815,34,182
SP19,E1,P18,01/10/2022,945,26,119
SP13,E3,P15,02/04/2021,10066,173,420
SP11,E1,P04,01/11/2021,777,96,49
SP11,E6,P07,03/05/2021,9758,27,391
SP08,E6,P11,04/07/2021,8330,119,417
SP04,E6,P09,03/01/2021,5278,42,660
SP04,E4,P04,02/19/2021,1638,204,103
SP08,E2,P01,05/20/2021,6335,192,634
SP19,E5,P12,05/19/2021,4711,246,215
SP17,E1,P06,09/13/2021,476,448,32
SP25,E5,P15,01/26/2022,6881,123,287
SP06,E3,P12,01/05/2022,6818,54,285
SP06,E1,P03,07/12/2021,4606,188,355
SP01,E5,P15,08/18/2021,16380,258,630
SP10,E6,P05,10/05/2021,791,345,47
SP10,E5,P14,11/11/2021,6013,6,602
SP09,E4,P13,01/26/2022,273,160,14
SP12,E1,P06,11/30/2021,10885,227,726
SP20,E4,P06,11/30/2021,3962,300,265
SP23,E1,P10,11/18/2021,1211,142,64
SP16,E4,P20,02/03/2021,2842,27,178
SP09,E4,P16,12/09/2021,3339,21,418
SP24,E3,P22,01/18/2022,14112,41,588
SP11,E4,P02,07/21/2021,12719,3,472
SP12,E4,P22,05/13/2021,2709,89,109
SP22,E6,P19,06/02/2021,2716,83,130
SP17,E2,P11,01/12/2022,1526,208,70
SP11,E6,P18,08/09/2021,4956,214,496
SP17,E1,P15,08/09/2021,1932,372,81
SP09,E3,P19,02/23/2022,9870,78,412
SP07,E5,P02,03/11/2021,10724,254,447
SP03,E3,P05,09/15/2021,4557,102,285
SP07,E5,P06,04/28/2021,35,10,3
SP04,E5,P08,01/08/2021,7049,84,588
SP13,E1,P10,03/01/2022,1246,200,70
SP16,E1,P10,01/29/2021,896,123,53
SP05,E3,P19,05/04/2021,7,384,1
SP15,E5,P11,07/08/2021,4942,144,248
SP04,E6,P22,08/30/2021,7217,167,329
SP24,E2,P16,12/14/2021,14959,211,2494
SP14,E2,P17,08/27/2021,2387,25,217
SP13,E6,P21,11/11/2021,5614,256,401
SP02,E3,P10,08/19/2021,5320,51,280
SP14,E5,P02,02/02/2022,462,95,18
SP08,E5,P21,03/24/2021,4067,24,255
SP12,E4,P13,12/09/2021,805,144,39
SP14,E3,P16,01/26/2021,4018,134,574
SP05,E4,P01,06/15/2021,7434,252,744
SP14,E3,P06,03/18/2022,7371,140,461
SP07,E6,P11,09/09/2021,14868,270,744
SP23,E1,P09,10/19/2021,560,109,70
SP07,E1,P16,09/21/2021,10850,170,1550
SP07,E1,P20,03/30/2021,5047,178,281
SP11,E4,P12,06/17/2021,3164,178,144
SP25,E1,P17,08/13/2021,9534,245,734
SP16,E2,P21,07/26/2021,5915,98,423
SP10,E3,P01,04/09/2021,11655,117,1060
SP22,E3,P14,06/08/2021,315,106,35
SP19,E1,P06,03/11/2022,7329,7,524
SP03,E1,P04,10/28/2021,3612,80,213
SP14,E5,P08,12/06/2021,4963,286,414
SP08,E2,P10,06/15/2021,14098,274,830
SP08,E5,P05,03/01/2022,952,193,56
SP17,E1,P03,02/09/2021,1743,315,159
SP21,E2,P14,08/06/2021,7749,133,861
SP17,E2,P21,05/12/2021,7700,54,593
SP20,E4,P18,02/18/2022,2030,147,226
SP16,E3,P17,01/21/2022,5054,218,389
SP19,E2,P14,02/18/2021,4046,67,405
SP02,E6,P13,04/23/2021,3395,128,162
SP14,E6,P02,04/05/2021,11487,67,442
SP03,E4,P22,06/21/2021,5523,132,241
SP20,E6,P05,09/27/2021,3738,266,208
SP17,E6,P08,01/21/2022,3703,129,285
SP01,E6,P17,04/12/2021,4186,165,349
SP03,E3,P10,01/25/2021,6223,142,328
SP13,E5,P15,09/21/2021,896,91,35
SP18,E1,P12,03/23/2022,10038,17,457
SP04,E4,P13,01/29/2021,8610,316,454
SP25,E3,P22,01/13/2022,112,92,5
SP06,E1,P20,09/27/2021,9170,86,540
SP20,E1,P09,06/08/2021,959,234,96
SP04,E2,P21,01/24/2022,5649,76,404
SP08,E1,P21,10/13/2021,9184,105,656
SP22,E2,P07,07/29/2021,4123,273,165
SP10,E4,P19,09/13/2021,7756,36,324
SP08,E5,P04,06/30/2021,5894,24,328
SP03,E5,P17,01/29/2021,1414,280,129
SP04,E3,P15,07/07/2021,1701,15,71
SP08,E2,P18,12/21/2021,11102,129,1234
SP25,E4,P09,03/17/2021,5327,228,485
SP13,E2,P01,02/18/2022,4900,54,446
SP19,E2,P08,07/15/2021,2044,35,186
SP20,E4,P21,03/11/2021,2940,83,184
SP02,E6,P14,04/30/2021,805,217,101
SP13,E4,P03,10/12/2021,4788,295,369
SP11,E2,P15,01/25/2021,3283,176,137
SP22,E3,P02,02/26/2021,5887,69,227
SP14,E4,P22,08/05/2021,5425,300,247
SP05,E3,P17,03/25/2022,7574,181,758
SP01,E5,P04,10/12/2021,2835,589,178
SP05,E1,P13,12/30/2021,6251,200,298
SP07,E3,P08,07/15/2021,5733,139,410
SP15,E2,P13,06/08/2021,4676,205,223
SP06,E3,P20,02/01/2021,294,248,18
SP22,E4,P21,06/17/2021,4018,67,310
SP16,E4,P14,05/24/2021,1596,140,160
SP19,E2,P22,03/23/2022,4900,173,196
SP24,E2,P22,01/11/2022,616,121,25
SP11,E5,P10,04/09/2021,4711,332,236
SP19,E3,P14,10/19/2021,2758,80,276
SP05,E3,P05,07/12/2021,21,262,2
SP17,E5,P05,06/14/2021,518,23,33
SP04,E3,P14,04/14/2021,13468,288,1924
SP13,E3,P22,01/14/2022,8400,300,366
SP06,E2,P15,02/26/2021,4186,113,161
SP17,E3,P07,07/15/2021,8715,128,397
SP03,E6,P21,06/28/2021,16534,284,1103
SP02,E3,P16,03/03/2022,8820,367,1260
SP10,E2,P02,06/03/2021,1778,99,75
SP11,E5,P03,04/08/2021,21,51,2
SP19,E1,P01,10/28/2021,7994,92,800
SP05,E3,P21,04/05/2021,6720,177,448
SP06,E6,P10,11/17/2021,1316,174,74
SP23,E4,P04,02/01/2021,6615,107,390
SP11,E1,P22,05/24/2021,238,117,11
SP05,E4,P08,06/23/2021,16870,185,1534
SP25,E6,P02,07/05/2021,5285,128,212
SP13,E2,P18,08/30/2021,2667,328,334
SP02,E4,P22,04/14/2021,3136,15,137
SP14,E3,P17,03/10/2022,2492,125,192
SP09,E4,P03,12/07/2021,525,119,41
SP10,E2,P07,03/02/2021,2730,85,119
SP16,E4,P12,10/12/2021,1519,196,70
SP05,E4,P22,07/02/2021,2877,216,120
SP02,E6,P18,03/18/2022,6328,218,904
SP24,E6,P08,04/23/2021,4179,72,380
SP19,E6,P20,08/30/2021,1736,125,109
SP22,E6,P04,09/01/2021,2947,143,174
SP11,E4,P16,02/22/2021,2933,67,489
SP16,E4,P02,10/11/2021,11130,221,429
SP12,E3,P04,04/14/2021,9422,167,555
SP24,E6,P03,03/10/2022,10885,449,990
SP03,E1,P01,11/25/2021,5796,40,644
SP02,E3,P06,01/22/2021,9016,47,531
SP02,E2,P13,08/25/2021,2142,35,108
SP23,E5,P10,03/11/2021,2100,28,124
SP01,E1,P22,11/08/2021,6888,12,314
SP09,E5,P04,03/15/2021,8813,336,551
SP15,E4,P11,06/29/2021,3500,249,185
SP19,E3,P17,03/24/2021,5600,69,467
SP05,E3,P14,02/26/2021,3815,73,477
SP03,E4,P16,01/13/2021,651,32,93
SP08,E2,P13,12/30/2021,4081,388,215
SP05,E3,P22,02/03/2021,742,6,34
SP25,E4,P01,08/31/2021,3878,182,353
SP25,E5,P01,06/18/2021,1127,293,94
SP05,E4,P20,07/23/2021,2548,450,142
SP05,E3,P10,04/06/2021,3122,446,184
SP01,E2,P06,06/30/2021,343,54,23
SP07,E5,P12,10/13/2021,6279,183,286
SP15,E2,P05,03/24/2021,7952,109,419
SP23,E5,P05,05/24/2021,9863,164,617
SP09,E3,P14,08/13/2021,1470,297,147
SP22,E4,P19,12/20/2021,4417,184,185
SP02,E6,P04,12/31/2021,924,104,55
SP23,E5,P16,06/21/2021,1330,15,222
SP20,E4,P14,02/22/2022,4830,149,690
SP24,E2,P09,01/27/2022,476,39,48
SP09,E4,P06,01/31/2022,5306,197,379
SP25,E5,P10,02/12/2021,3563,191,179
SP11,E3,P04,01/06/2021,10262,126,604
SP08,E5,P02,09/24/2021,5173,234,216
SP22,E3,P16,01/26/2021,4109,237,587
SP17,E4,P02,01/13/2022,11606,239,484
SP03,E6,P13,08/31/2021,5908,60,296
SP12,E1,P04,11/11/2021,5789,202,322
SP06,E4,P08,08/13/2021,5572,31,465
SP21,E5,P19,01/10/2022,868,254,40
SP19,E1,P16,03/23/2021,6055,141,673
SP17,E6,P01,02/01/2022,7441,160,621
SP14,E5,P21,04/26/2021,1449,371,112
SP11,E6,P05,10/08/2021,8183,28,431
SP01,E3,P20,05/18/2021,12558,308,785
SP10,E3,P06,07/21/2021,6734,93,421
SP21,E1,P06,04/07/2021,252,214,15
SP07,E1,P13,06/21/2021,4060,412,214
SP13,E5,P11,10/15/2021,18872,419,994
SP24,E2,P11,01/28/2021,5985,269,285
SP14,E4,P19,05/10/2021,3801,85,173
SP04,E1,P07,08/16/2021,10626,84,443
SP07,E4,P05,06/09/2021,5586,32,329
SP13,E6,P11,07/28/2021,910,211,42
SP14,E2,P16,12/08/2021,1372,281,196
SP11,E1,P05,10/04/2021,1995,10,125
SP11,E6,P02,10/20/2021,3997,450,154
SP01,E4,P10,11/22/2021,2114,394,112
SP10,E6,P22,01/25/2021,12033,373,482
SP12,E2,P16,06/09/2021,12152,202,1351
SP24,E5,P05,03/04/2021,12481,30,735
SP12,E6,P21,05/18/2021,7406,391,463
SP11,E3,P14,01/04/2021,3570,335,447
SP09,E1,P16,05/12/2021,5285,131,588
SP18,E1,P15,03/08/2021,1799,308,72
SP11,E4,P22,02/08/2021,3276,338,143
SP02,E5,P06,12/13/2021,5712,214,381
SP09,E5,P14,06/09/2021,4823,162,689
SP11,E4,P04,01/20/2021,6559,88,365
SP10,E1,P12,03/19/2021,973,192,43
SP12,E5,P19,11/10/2021,12068,36,575
SP22,E1,P22,02/12/2021,15127,10,688
SP09,E2,P20,08/16/2021,3661,62,204
SP15,E4,P22,02/09/2022,12124,230,552
SP18,E6,P13,04/20/2021,1722,78,91
SP14,E4,P07,03/18/2022,6496,224,260
SP03,E2,P02,03/22/2021,19621,46,727
SP15,E6,P21,02/25/2021,2954,174,228
SP11,E1,P18,01/06/2021,994,294,142
SP12,E6,P17,08/31/2021,5488,262,499
SP17,E3,P04,01/21/2022,2576,90,152
SP07,E4,P12,10/05/2021,4935,373,198
SP23,E5,P11,12/23/2021,6475,109,295
SP23,E6,P15,12/01/2021,8554,147,343
SP07,E4,P15,08/30/2021,6713,21,280
SP23,E2,P01,12/27/2021,378,46,32
SP05,E2,P22,03/17/2021,4501,208,188
SP15,E1,P07,06/22/2021,1085,387,48
SP12,E2,P21,01/21/2022,3290,236,254
SP25,E2,P03,11/26/2021,2058,288,188
SP03,E3,P14,02/03/2021,3269,96,364
SP22,E6,P21,01/29/2021,8449,306,564
SP11,E2,P21,06/09/2021,3367,175,211
SP05,E1,P20,09/13/2021,4459,362,263
SP24,E2,P05,06/08/2021,3948,104,208
SP23,E4,P10,11/29/2021,6384,93,320
SP08,E1,P01,03/07/2022,441,213,41
SP19,E4,P01,06/08/2021,4235,140,424
SP01,E2,P07,03/03/2021,5208,43,227
SP16,E2,P14,10/19/2021,8631,263,959
SP10,E1,P07,03/19/2021,3332,318,152
SP07,E1,P03,02/09/2022,8274,159,753
SP06,E2,P17,01/12/2022,3227,128,269
SP12,E6,P16,09/08/2021,5460,197,683
SP02,E2,P22,04/01/2021,13517,142,541
SP22,E5,P01,02/16/2021,2303,108,256
SP13,E4,P13,01/13/2021,8617,193,411
SP12,E5,P05,07/16/2021,1498,476,84
SP25,E5,P18,11/02/2021,3031,137,304
SP13,E2,P20,02/22/2022,2492,213,167
SP01,E2,P04,07/16/2021,14763,70,821
SP21,E4,P07,04/15/2021,7784,126,354
SP11,E1,P20,10/14/2021,12089,438,712
SP09,E4,P22,12/08/2021,2030,146,89
SP05,E3,P18,03/04/2022,4928,126,493
SP20,E5,P16,02/14/2022,77,16,10
SP11,E6,P01,12/21/2021,7861,39,787
SP16,E2,P22,07/06/2021,3983,142,166
SP07,E6,P01,03/09/2021,2296,59,256
SP24,E6,P02,02/08/2022,11781,367,437
SP18,E3,P01,12/28/2021,8316,375,693
SP08,E1,P15,02/02/2021,1134,5,48
SP23,E5,P18,02/18/2022,5446,130,778
SP02,E2,P02,05/18/2021,1323,67,49
SP22,E4,P22,04/08/2021,2499,13,114
SP09,E6,P13,02/03/2021,9226,121,486
SP12,E2,P10,04/19/2021,5250,97,309
SP06,E4,P05,02/26/2021,7210,6,451
SP25,E1,P12,02/12/2021,980,103,45
SP08,E6,P14,09/08/2021,3878,233,388
SP07,E6,P06,09/30/2021,1659,24,111
SP07,E2,P05,02/09/2022,4942,31,275
SP19,E1,P14,03/29/2021,2919,144,417
SP25,E5,P11,11/26/2021,973,24,49
SP23,E1,P13,06/29/2021,1337,64,61
SP22,E4,P15,05/20/2021,3010,49,126
SP08,E4,P17,06/03/2021,9331,11,718
SP16,E6,P22,01/11/2022,8470,167,353
SP16,E1,P01,03/05/2021,8456,222,940
SP14,E2,P06,04/20/2021,3486,106,218
SP22,E4,P13,12/08/2021,7224,198,362
SP08,E4,P20,10/15/2021,1113,73,70
SP07,E5,P21,02/02/2021,1071,284,83
SP14,E2,P13,06/08/2021,7840,25,357
SP22,E1,P16,03/11/2021,4298,91,614
SP18,E4,P21,11/22/2021,3962,122,248
SP06,E2,P21,03/18/2021,980,257,66
SP24,E5,P11,11/08/2021,9905,359,496
SP18,E4,P19,03/18/2021,9436,16,411
SP07,E1,P22,06/09/2021,5523,461,252
SP20,E1,P20,11/10/2021,8897,382,557
SP16,E6,P19,04/19/2021,7007,61,319
SP06,E4,P16,09/10/2021,6776,25,1130
SP01,E4,P18,04/23/2021,4746,118,475
SP01,E3,P07,06/04/2021,17192,202,748
SP01,E3,P12,03/03/2022,7028,72,306
SP03,E4,P04,12/30/2021,6804,288,378
SP10,E6,P01,03/01/2022,9310,172,847
SP19,E2,P06,01/14/2022,6923,123,462
SP09,E2,P18,01/06/2022,483,73,49
SP13,E6,P13,05/27/2021,3353,40,153
SP20,E3,P10,03/04/2022,12180,96,677
SP06,E5,P06,04/23/2021,10500,183,657
SP03,E2,P05,02/01/2022,14343,124,844
SP20,E6,P11,03/28/2022,14098,119,705
SP15,E3,P14,03/23/2022,12124,76,1348
SP22,E6,P12,09/30/2021,581,128,25
SP02,E4,P11,11/05/2021,6321,44,333
SP20,E1,P16,10/12/2021,4396,844,489
SP12,E6,P07,03/25/2021,5908,124,237
SP06,E5,P05,06/22/2021,1169,140,74
SP23,E1,P21,03/24/2021,2583,136,199
SP18,E1,P01,09/22/2021,7126,311,648
SP16,E6,P13,05/14/2021,15323,64,767
SP11,E4,P14,03/16/2021,9338,18,1168
SP02,E1,P04,02/24/2021,273,74,19
SP18,E2,P09,03/18/2022,532,153,60
SP20,E4,P07,01/08/2021,4571,89,183
SP16,E3,P13,03/09/2021,2919,62,146
SP14,E3,P08,03/28/2022,672,136,52
SP12,E5,P16,06/08/2021,15288,127,2184
SP16,E6,P01,02/23/2022,13440,236,1344
SP17,E4,P16,10/06/2021,6902,172,863
SP24,E3,P03,01/12/2022,11816,12,844
